step,test_acc,test_acc_novel,h1_total_persistence_normalised,run,t_g,step_over_tg,null_lo,null_hi
22,0.000868055562023,0.000717231479939,1.8764993135231416,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0013836477987421384,0.4513591555815271,2.153484307846312
24,0.0006944444612599,0.0005379235954023,1.875604453629864,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0015094339622641509,0.4513591555815271,2.153484307846312
26,0.000868055562023,0.000717231479939,1.874251156784016,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0016352201257861635,0.4513591555815271,2.153484307846312
28,0.0010416667209938,0.0008965393644757,1.8717392049881587,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.001761006289308176,0.4513591555815271,2.153484307846312
31,0.0010416667209938,0.0008965393644757,1.867063301004425,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.001949685534591195,0.4513591555815271,2.153484307846312
33,0.0006944444612599,0.000717231479939,1.864589321386144,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0020754716981132076,0.4513591555815271,2.153484307846312
36,0.0005208333604969,0.0005379235954023,1.860514010980725,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0022641509433962265,0.4513591555815271,2.153484307846312
39,0.0003472222306299,0.0003586157399695,1.85429357074876,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0024528301886792454,0.4513591555815271,2.153484307846312
42,0.000868055562023,0.0008965393644757,1.849543956549732,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0026415094339622643,0.4513591555815271,2.153484307846312
45,0.0005208333604969,0.0005379235954023,1.8433099549379,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.002830188679245283,0.4513591555815271,2.153484307846312
49,0.0001736111153149,0.0001793078699847,1.834877511319836,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.003081761006289308,0.4513591555815271,2.153484307846312
53,0.0001736111153149,0.0001793078699847,1.827927141481518,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0033333333333333335,0.4513591555815271,2.153484307846312
57,0.0005208333604969,0.0005379235954023,1.8259151766149748,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.0035849056603773585,0.4513591555815271,2.153484307846312
62,0.0010416667209938,0.000717231479939,1.8241747410516276,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.00389937106918239,0.4513591555815271,2.153484307846312
67,0.001562500023283,0.0010758471908047,1.8243483605877628,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.004213836477987422,0.4513591555815271,2.153484307846312
72,0.0020833334419876,0.0010758471908047,1.8219638992397595,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.004528301886792453,0.4513591555815271,2.153484307846312
78,0.0024305556435137,0.0012551550753414,1.8098441371861929,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.004905660377358491,0.4513591555815271,2.153484307846312
84,0.0022569445427507,0.0008965393644757,1.7926759177852252,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.005283018867924529,0.4513591555815271,2.153484307846312
91,0.002951388945803,0.0008965393644757,1.776502737784352,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.005723270440251572,0.4513591555815271,2.153484307846312
98,0.0041666668839752,0.000717231479939,1.7605218540553924,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.006163522012578616,0.4513591555815271,2.153484307846312
106,0.0081597222015261,0.0017930787289515,1.7463970416892682,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.006666666666666667,0.4513591555815271,2.153484307846312
115,0.0104166669771075,0.0019723866134881,1.7363211823473328,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.007232704402515723,0.4513591555815271,2.153484307846312
124,0.0147569440305233,0.0019723866134881,1.7319103192524967,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.00779874213836478,0.4513591555815271,2.153484307846312
134,0.0189236104488372,0.0025103101506829,1.7313801307517307,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.008427672955974843,0.4513591555815271,2.153484307846312
145,0.0222222227603197,0.0017930787289515,1.732918605676882,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.009119496855345912,0.4513591555815271,2.153484307846312
157,0.0246527772396802,0.0017930787289515,1.7392426213605834,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.009874213836477987,0.4513591555815271,2.153484307846312
170,0.0272569451481103,0.0014344629598781,1.7491006814976344,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.010691823899371069,0.4513591555815271,2.153484307846312
183,0.0282986108213663,0.0017930787289515,1.7590044399044185,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.011509433962264152,0.4513591555815271,2.153484307846312
198,0.0289930552244186,0.0026896181516349,1.769417074316154,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.012452830188679246,0.4513591555815271,2.153484307846312
214,0.028645833954215,0.0025103101506829,1.7782884328918347,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.013459119496855345,0.4513591555815271,2.153484307846312
232,0.0289930552244186,0.003586157457903,1.7884022587076174,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.01459119496855346,0.4513591555815271,2.153484307846312
250,0.0284722223877906,0.0030482339207082,1.7964808557720295,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.015723270440251572,0.4513591555815271,2.153484307846312
271,0.028645833954215,0.0037654652260243,1.8043030170076984,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.017044025157232703,0.4513591555815271,2.153484307846312
293,0.029166666790843,0.0037654652260243,1.814196576173627,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.018427672955974844,0.4513591555815271,2.153484307846312
316,0.0274305548518896,0.0039447732269763,1.8271235966717507,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.019874213836477986,0.4513591555815271,2.153484307846312
342,0.0281249992549419,0.0039447732269763,1.842439487823804,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.02150943396226415,0.4513591555815271,2.153484307846312
369,0.0258680563420057,0.0030482339207082,1.8538989619793,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.02320754716981132,0.4513591555815271,2.153484307846312
399,0.0256944447755813,0.0030482339207082,1.864561329505937,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.025094339622641508,0.4513591555815271,2.153484307846312
432,0.025000000372529,0.0028689259197562,1.8788549846611908,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.027169811320754716,0.4513591555815271,2.153484307846312
467,0.0220486111938953,0.003406849456951,1.8902109553850652,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.029371069182389936,0.4513591555815271,2.153484307846312
504,0.0258680563420057,0.0037654652260243,1.8969655360480613,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.03169811320754717,0.4513591555815271,2.153484307846312
545,0.0258680563420057,0.0037654652260243,1.9026873300978333,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.03427672955974843,0.4513591555815271,2.153484307846312
589,0.0258680563420057,0.0037654652260243,1.9103261996717216,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.03704402515723271,0.4513591555815271,2.153484307846312
637,0.0236111115664243,0.003586157457903,1.896797073818942,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.040062893081761,0.4513591555815271,2.153484307846312
688,0.0237847231328487,0.0032275416888296,1.8997612177265912,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.043270440251572326,0.4513591555815271,2.153484307846312
744,0.0256944447755813,0.003406849456951,1.910756059160716,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.04679245283018868,0.4513591555815271,2.153484307846312
804,0.018750000745058,0.0046620047651231,1.918824198394567,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.050566037735849056,0.4513591555815271,2.153484307846312
869,0.0260416660457849,0.0032275416888296,1.9131733522906988,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.054654088050314464,0.4513591555815271,2.153484307846312
940,0.0234375,0.0048413127660751,1.905264818998335,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.05911949685534591,0.4513591555815271,2.153484307846312
1016,0.0263888891786336,0.0039447732269763,1.9075808931652145,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.06389937106918239,0.4513591555815271,2.153484307846312
1098,0.0263888891786336,0.003406849456951,1.898939572285719,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.06905660377358491,0.4513591555815271,2.153484307846312
1187,0.0076388888992369,0.0026896181516349,1.898373309698912,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.07465408805031447,0.4513591555815271,2.153484307846312
1283,0.0078125,0.0046620047651231,1.9063380501800415,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.08069182389937107,0.4513591555815271,2.153484307846312
1386,0.0223958324640989,0.0051999283023178,1.9011626260825247,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.08716981132075471,0.4513591555815271,2.153484307846312
1499,0.0090277781710028,0.0066343913786113,1.905973150341701,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.09427672955974843,0.4513591555815271,2.153484307846312
1620,0.0072916666977107,0.0046620047651231,1.8709461936705545,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.1018867924528302,0.4513591555815271,2.153484307846312
1751,0.022916667163372,0.0037654652260243,1.7824221732134755,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.11012578616352202,0.4513591555815271,2.153484307846312
1892,0.0248263888061046,0.0046620047651231,1.7276183572061798,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.1189937106918239,0.4513591555815271,2.153484307846312
2046,0.0217013880610466,0.0039447732269763,1.7073448376001945,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.12867924528301886,0.4513591555815271,2.153484307846312
2211,0.0239583328366279,0.0048413127660751,1.7213123972544844,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.13905660377358492,0.4513591555815271,2.153484307846312
2390,0.0098958332091569,0.007172314915806,1.7713410907027043,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.15031446540880503,0.4513591555815271,2.153484307846312
2583,0.0230902768671512,0.0048413127660751,1.923718121781817,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.16245283018867923,0.4513591555815271,2.153484307846312
2792,0.0258680563420057,0.0060964678414165,1.9869099447291796,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.17559748427672955,0.4513591555815271,2.153484307846312
3018,0.0225694440305233,0.0037654652260243,2.132658288814397,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.189811320754717,0.4513591555815271,2.153484307846312
3262,0.029166666790843,0.0093240095302462,2.0080311888734603,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.2051572327044025,0.4513591555815271,2.153484307846312
3526,0.0105902776122093,0.0089653935283422,1.8076745062197737,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.22176100628930817,0.4513591555815271,2.153484307846312
3811,0.0260416660457849,0.007172314915806,1.619326421916796,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.23968553459119496,0.4513591555815271,2.153484307846312
4120,0.0284722223877906,0.0093240095302462,0.954529023251396,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.2591194968553459,0.4513591555815271,2.153484307846312
4453,0.0277777779847383,0.0077102384530007,1.4059493135260557,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.280062893081761,0.4513591555815271,2.153484307846312
4813,0.0296874996274709,0.0096826255321502,0.8946919163783277,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.3027044025157233,0.4513591555815271,2.153484307846312
5203,0.0296874996274709,0.0100412406027317,1.8931729028320607,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.32723270440251573,0.4513591555815271,2.153484307846312
5623,0.0335069447755813,0.0127308592200279,1.603836252299633,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.35364779874213836,0.4513591555815271,2.153484307846312
6078,0.029166666790843,0.0105791641399264,1.6966775544514907,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.3822641509433962,0.4513591555815271,2.153484307846312
6570,0.0333333350718021,0.0116550112143158,0.5415285947168926,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.41320754716981134,0.4513591555815271,2.153484307846312
7102,0.0340277776122093,0.013627397827804,0.7876313369560116,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.44666666666666666,0.4513591555815271,2.153484307846312
7676,0.0361111126840114,0.0145239373669028,0.6665315484886172,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.48276729559748427,0.4513591555815271,2.153484307846312
8297,0.0392361097037792,0.0177514795213937,0.7088160169358307,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.5218238993710692,0.4513591555815271,2.153484307846312
8968,0.0444444455206394,0.0220548678189516,1.9221892371829887,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.5640251572327044,0.4513591555815271,2.153484307846312
9694,0.0428819432854652,0.0227720998227596,1.564591280511137,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.609685534591195,0.4513591555815271,2.153484307846312
10478,0.0520833320915699,0.0276134125888347,1.6889559627915467,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.6589937106918239,0.4513591555815271,2.153484307846312
11325,0.0637152791023254,0.0399856567382812,1.2945578805997962,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.7122641509433962,0.4513591555815271,2.153484307846312
12242,0.077083334326744,0.0528958216309547,0.8984804187696109,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.769937106918239,0.4513591555815271,2.153484307846312
13232,0.1032986119389534,0.0794333890080452,1.4781589597615503,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.8322012578616352,0.4513591555815271,2.153484307846312
14302,0.1468749940395355,0.1221086606383323,0.7678335342611938,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.899496855345912,0.4513591555815271,2.153484307846312
15459,0.7005208134651184,0.6910525560379028,1.8886073552809413,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,0.9722641509433962,0.4513591555815271,2.153484307846312
16710,0.9998263716697692,0.9998207092285156,23.66904649939387,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.0509433962264152,0.4513591555815271,2.153484307846312
18062,1.0,1.0,53.65179339349068,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.1359748427672955,0.4513591555815271,2.153484307846312
19523,1.0,1.0,64.90665238319816,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.2278616352201257,0.4513591555815271,2.153484307846312
21102,1.0,1.0,64.17316703190053,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.3271698113207546,0.4513591555815271,2.153484307846312
22809,1.0,1.0,68.10370319635616,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.4345283018867925,0.4513591555815271,2.153484307846312
24654,1.0,1.0,63.64342433653418,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.550566037735849,0.4513591555815271,2.153484307846312
26649,1.0,1.0,56.76862197872435,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.6760377358490566,0.4513591555815271,2.153484307846312
28804,1.0,1.0,69.37984814715571,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.8115723270440252,0.4513591555815271,2.153484307846312
31135,1.0,1.0,41.92118952170499,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,1.9581761006289309,0.4513591555815271,2.153484307846312
33653,1.0,1.0,59.26202542750802,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,2.1165408805031447,0.4513591555815271,2.153484307846312
36376,1.0,1.0,66.10139658827468,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,2.287798742138365,0.4513591555815271,2.153484307846312
39318,1.0,1.0,61.96518648587112,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,2.472830188679245,0.4513591555815271,2.153484307846312
42499,1.0,1.0,55.65127478889367,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,2.672893081761006,0.4513591555815271,2.153484307846312
45937,1.0,1.0,66.64908901641644,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,2.8891194968553457,0.4513591555815271,2.153484307846312
49653,1.0,1.0,72.49304779563828,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,3.122830188679245,0.4513591555815271,2.153484307846312
53670,1.0,1.0,70.32797678367996,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,3.3754716981132074,0.4513591555815271,2.153484307846312
58011,1.0,1.0,66.86586787405221,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,3.648490566037736,0.4513591555815271,2.153484307846312
62704,1.0,1.0,75.22791825799555,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,3.9436477987421386,0.4513591555815271,2.153484307846312
67777,1.0,1.0,78.46416787725155,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,4.262704402515723,0.4513591555815271,2.153484307846312
73260,1.0,1.0,77.79023663833733,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,4.607547169811321,0.4513591555815271,2.153484307846312
79186,1.0,1.0,56.3046807048659,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,4.980251572327044,0.4513591555815271,2.153484307846312
85592,1.0,1.0,77.64352103263082,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,5.38314465408805,0.4513591555815271,2.153484307846312
92516,1.0,1.0,66.66234168638165,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,5.818616352201258,0.4513591555815271,2.153484307846312
100000,1.0,1.0,64.68841832237682,transformer_compose120_f0.6_wd1.0_softmax_ce_s0,15900,6.289308176100629,0.4513591555815271,2.153484307846312
0,0.0078125,0.0076854336075484,2.547040449635383,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0,0.4513591555815271,2.153484307846312
1,0.0079861115664243,0.0080428952351212,2.5470054953177708,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,2.7548209366391185e-05,0.4513591555815271,2.153484307846312
2,0.0074652777984738,0.0076854336075484,2.54696386358744,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,5.509641873278237e-05,0.4513591555815271,2.153484307846312
3,0.0078125,0.0076854336075484,2.547053377314384,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,8.264462809917356e-05,0.4513591555815271,2.153484307846312
4,0.0074652777984738,0.0076854336075484,2.546893147348551,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00011019283746556474,0.4513591555815271,2.153484307846312
5,0.0065972222946584,0.0067917783744633,2.546701193446046,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0001377410468319559,0.4513591555815271,2.153484307846312
6,0.0050347223877906,0.0044682752341032,2.5464957655944658,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00016528925619834712,0.4513591555815271,2.153484307846312
7,0.0046875001862645,0.0044682752341032,2.5463115770697327,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0001928374655647383,0.4513591555815271,2.153484307846312
8,0.0046875001862645,0.0044682752341032,2.5461576955599434,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00022038567493112948,0.4513591555815271,2.153484307846312
9,0.0041666668839752,0.0039320820942521,2.5461347093930407,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00024793388429752067,0.4513591555815271,2.153484307846312
10,0.0039930557832121,0.0037533512804657,2.546208871954547,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0002754820936639118,0.4513591555815271,2.153484307846312
11,0.0034722222480922,0.0032171581406146,2.546301679061195,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00030303030303030303,0.4513591555815271,2.153484307846312
12,0.0032986111473292,0.0030384270939975,2.5463805807863213,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00033057851239669424,0.4513591555815271,2.153484307846312
13,0.0036458333488553,0.0033958891872316,2.546380826228652,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0003581267217630854,0.4513591555815271,2.153484307846312
14,0.0036458333488553,0.0033958891872316,2.546304499215597,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0003856749311294766,0.4513591555815271,2.153484307846312
15,0.0039930557832121,0.0037533512804657,2.5461373468475217,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00041322314049586776,0.4513591555815271,2.153484307846312
16,0.0039930557832121,0.0039320820942521,2.545672230055954,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.00044077134986225897,0.4513591555815271,2.153484307846312
18,0.0022569445427507,0.0023235031403601,2.5440173420396426,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0004958677685950413,0.4513591555815271,2.153484307846312
19,0.0024305556435137,0.0025022341869771,2.5427874602308767,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0005234159779614325,0.4513591555815271,2.153484307846312
21,0.0026041667442768,0.0025022341869771,2.539861340265685,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0005785123966942149,0.4513591555815271,2.153484307846312
22,0.0022569445427507,0.002144772093743,2.538145577984438,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0006060606060606061,0.4513591555815271,2.153484307846312
24,0.0022569445427507,0.002144772093743,2.534011370124733,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0006611570247933885,0.4513591555815271,2.153484307846312
26,0.0017361111240461,0.0017873101169243,2.5291234119747483,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0007162534435261708,0.4513591555815271,2.153484307846312
28,0.0012152778217568,0.0012511170934885,2.524146034912412,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0007713498622589532,0.4513591555815271,2.153484307846312
31,0.0013888889225199,0.0014298480236902,2.5174816530499173,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0008539944903581267,0.4513591555815271,2.153484307846312
33,0.0012152778217568,0.0012511170934885,2.513193349357256,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0009090909090909091,0.4513591555815271,2.153484307846312
36,0.0019097222248092,0.001966041047126,2.505598730798106,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0009917355371900827,0.4513591555815271,2.153484307846312
39,0.0013888889225199,0.0012511170934885,2.49845671318785,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0010743801652892562,0.4513591555815271,2.153484307846312
42,0.0012152778217568,0.0010723860468715,2.492660781906451,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0011570247933884298,0.4513591555815271,2.153484307846312
45,0.0010416667209938,0.0008936550584621,2.4870263037732383,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0012396694214876034,0.4513591555815271,2.153484307846312
49,0.000868055562023,0.0007149240118451,2.479533842239982,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.001349862258953168,0.4513591555815271,2.153484307846312
53,0.0012152778217568,0.0008936550584621,2.471981810530991,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0014600550964187328,0.4513591555815271,2.153484307846312
57,0.0013888889225199,0.0008936550584621,2.468936926507282,transformer_compose120_f0.6_wd1.0_softmax_ce_s1,36300,0.0015702479338842975,0.4513591555815271,2.153484307846312
